code,name,market,sector,price,bps,eps,cash,securities,investmentSecurities,interestDebt,netAssets,rentalBook,rentalMarket,shares,treasuryShares,asOf,confidence,source,monthlyHistoryCount,priceScore,reason
6779,日本電波工業,プライム（内国株式）,電気機器,3890,5186.67,324.17,10373,0,0,7780,51867,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
6803,ティアック,スタンダード（内国株式）,電気機器,96,128,8,256,0,0,192,1280,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
6817,スミダコーポレーション,プライム（内国株式）,電気機器,1414,1885.33,117.83,3771,0,0,2828,18853,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
6857,アドバンテスト,プライム（内国株式）,電気機器,32440,43253.33,2703.33,86507,0,0,64880,432533,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
6902,デンソー,プライム（内国株式）,輸送用機器,1875,2500,156.25,5000,0,0,3750,25000,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
6971,京セラ,プライム（内国株式）,電気機器,3411,4548,284.25,9096,0,0,6822,45480,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
6981,村田製作所,プライム（内国株式）,電気機器,10770,14360,897.5,28720,0,0,21540,143600,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
6988,日東電工,プライム（内国株式）,化学,3152,4202.67,262.67,8405,0,0,6304,42027,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
7111,ＩＮＥＳＴ,スタンダード（内国株式）,卸売業,432,576,36,1152,0,0,864,5760,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
7119,ハルメクホールディングス,グロース（内国株式）,小売業,1625,2166.67,135.42,4333,0,0,3250,21667,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
7198,ＳＢＩアルヒ,プライム（内国株式）,その他金融業,781,1041.33,65.08,2083,0,0,1562,10413,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
7199,プレミアグループ,プライム（内国株式）,その他金融業,1982,2642.67,165.17,5285,0,0,3964,26427,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
7229,ユタカ技研,スタンダード（内国株式）,輸送用機器,3005,4006.67,250.42,8013,0,0,6010,40067,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
7242,カヤバ,プライム（内国株式）,輸送用機器,3865,5153.33,322.08,10307,0,0,7730,51533,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
7267,本田技研工業,プライム（内国株式）,輸送用機器,1449.5,1932.67,120.79,3865,0,0,2899,19327,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
7296,エフ・シー・シー,プライム（内国株式）,輸送用機器,3475,4633.33,289.58,9267,0,0,6950,46333,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
7313,テイ・エス　テック,プライム（内国株式）,輸送用機器,1737,2316,144.75,4632,0,0,3474,23160,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
7354,ダイレクトマーケティングミックス,スタンダード（内国株式）,サービス業,311,414.67,25.92,829,0,0,622,4147,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
7372,デコルテ・ホールディングス,グロース（内国株式）,サービス業,373,497.33,31.08,995,0,0,746,4973,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
7378,アシロ,グロース（内国株式）,サービス業,1432,1909.33,119.33,3819,0,0,2864,19093,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
7383,ネットプロテクションズホールディングス,プライム（内国株式）,その他金融業,331,441.33,27.58,883,0,0,662,4413,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
7731,ニコン,プライム（内国株式）,精密機器,2190.5,2920.67,182.54,5841,0,0,4381,29207,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
7741,ＨＯＹＡ,プライム（内国株式）,精密機器,25575,34100,2131.25,68200,0,0,51150,341000,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
7744,ノーリツ鋼機,プライム（内国株式）,精密機器,2078,2770.67,173.17,5541,0,0,4156,27707,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
7751,キヤノン,プライム（内国株式）,電気機器,4258,5677.33,354.83,11355,0,0,8516,56773,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
7752,リコー,プライム（内国株式）,電気機器,1414,1885.33,117.83,3771,0,0,2828,18853,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
8001,伊藤忠商事,プライム（内国株式）,卸売業,1833.5,2444.67,152.79,4889,0,0,3667,24447,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
8002,丸紅,プライム（内国株式）,卸売業,4692,6256,391,12512,0,0,9384,62560,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
8020,兼松,プライム（内国株式）,卸売業,2077,2769.33,173.08,5539,0,0,4154,27693,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
8031,三井物産,プライム（内国株式）,卸売業,4508,6010.67,375.67,12021,0,0,9016,60107,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
8053,住友商事,プライム（内国株式）,卸売業,6201,8268,516.75,16536,0,0,12402,82680,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
8058,三菱商事,プライム（内国株式）,卸売業,4403,5870.67,366.92,11741,0,0,8806,58707,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
8133,伊藤忠エネクス,プライム（内国株式）,卸売業,2017,2689.33,168.08,5379,0,0,4034,26893,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
8473,ＳＢＩホールディングス,プライム（内国株式）,証券、商品先物取引業,2696.5,3595.33,224.71,7191,0,0,5393,35953,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
8508,Ｊトラスト,スタンダード（内国株式）,その他金融業,807,1076,67.25,2152,0,0,1614,10760,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
8697,日本取引所グループ,プライム（内国株式）,その他金融業,2012,2682.67,167.67,5365,0,0,4024,26827,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
8698,マネックスグループ,プライム（内国株式）,証券、商品先物取引業,615,820,51.25,1640,0,0,1230,8200,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
8923,トーセイ,プライム（内国株式）,不動産業,1681,2241.33,140.08,4483,0,0,3362,22413,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
9028,ゼロ,スタンダード（内国株式）,陸運業,3635,4846.67,302.92,9693,0,0,7270,48467,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
9147,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,プライム（内国株式）,陸運業,5045,6726.67,420.42,13453,0,0,10090,67267,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
9158,シーユーシー,グロース（内国株式）,サービス業,797,1062.67,66.42,2125,0,0,1594,10627,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
9160,オンザページ,スタンダード（内国株式）,サービス業,282,376,23.5,752,0,0,564,3760,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
9163,ナレルグループ,グロース（内国株式）,サービス業,2175,2900,181.25,5800,0,0,4350,29000,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
9168,ライズ・コンサルティング・グループ,グロース（内国株式）,サービス業,383,510.67,31.92,1021,0,0,766,5107,0,0,10000000,0,completionEstimate,補完,unavailable,35,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
9211,エフ・コード,グロース（内国株式）,サービス業,1298,1730.67,108.17,3461,0,0,2596,17307,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
9250,ＧＲＣＳ,グロース（内国株式）,サービス業,900,1200,75,2400,0,0,1800,12000,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
9251,ＡＢ＆Ｃｏｍｐａｎｙ,グロース（内国株式）,サービス業,1276,1701.33,106.33,3403,0,0,2552,17013,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
9432,ＮＴＴ,プライム（内国株式）,情報・通信業,144.3,192.4,12.03,385,0,0,289,1924,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
9433,ＫＤＤＩ,プライム（内国株式）,情報・通信業,2681,3574.67,223.42,7149,0,0,5362,35747,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
9434,ソフトバンク,プライム（内国株式）,情報・通信業,204.7,272.93,17.06,546,0,0,409,2729,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
9435,光通信,プライム（内国株式）,情報・通信業,36040,48053.33,3003.33,96107,0,0,72080,480533,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
9766,コナミグループ,プライム（内国株式）,情報・通信業,17280,23040,1440,46080,0,0,34560,230400,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
9983,ファーストリテイリング,プライム（内国株式）,小売業,84070,112093.33,7005.83,224187,0,0,168140,1120933,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
9984,ソフトバンクグループ,プライム（内国株式）,情報・通信業,6226,8301.33,518.83,16603,0,0,12452,83013,0,0,10000000,0,completionEstimate,補完,unavailable,36,0,unavailableを保守補完。買いラインが現在値より下になる前提でチャートと判定を継続
